,Parent,Child,Day,TimeSpan,DistanceMeter,In5Mins
3677,송파,운동장,1,11,1200,1
3678,동작,상도,1,11,700,1
3679,성북,길음,1,12,1000,1
3680,강남,삼성,1,13,1500,1
3681,동대문,용두,1,13,500,1
3682,종로,연건,1,14,900,1
3683,관악,봉천,1,14,1000,1
3684,강남,삼성,1,14,500,1
3685,중랑,신내,1,15,1000,1
3686,구로,시흥,1,16,3400,0
3687,노원,월계,1,17,2200,1
3688,강남,삼성,1,18,1200,1
3689,양천,신정,1,18,2000,1
3690,중랑,신내,1,19,600,1
3691,구로,구로,1,20,1800,1
3692,강북,우이,1,21,2500,1
3693,은평,진관,2,1,1900,1
3694,구로,구로,2,1,900,1
3695,서대문,연희,2,4,2600,1
3696,강서,방화,2,4,2700,0
3697,관악,관악,2,5,1500,1
3698,성동,성수,2,6,800,1
3699,강서,발산,2,7,1200,1
3700,노원,하계,2,8,2400,1
3701,광진,능동,2,10,1300,1
3702,마포,서교,2,10,800,1
3703,동작,동작,2,11,1400,1
3704,노원,하계,2,13,1600,1
3705,중랑,망우,2,13,2300,1
3706,강남,역삼,2,14,500,1
3707,노원,월계,2,14,1900,1
3708,마포,상암,2,14,3700,0
3709,성동,행당,2,14,900,1
3710,영등포,신길,2,14,1100,1
3711,성북,돈암,2,15,100,1
3712,성동,행당,2,15,1600,1
3713,노원,상계,2,16,1000,1
3714,마포,신수,2,17,1300,1
3715,강남,삼성,2,17,2700,0
3716,중부,신당,2,18,3000,1
3717,중부,회현,2,19,2000,1
3718,강서,발산,2,19,1200,1
3719,강서,방화,2,20,1900,0
3720,강동,성내,2,20,400,1
3721,구로,구로,2,21,1200,1
3722,용산,이촌,2,21,900,1
3723,강남,개포,2,22,1100,0
3724,관악,봉천,2,23,1100,1
3725,서대문,미근,3,0,2200,1
3726,동대문,전농,3,4,1000,1
3727,동작,노량진,3,6,6300,0
3728,성북,장위,3,7,2000,1
3729,성북,길음,3,8,1100,1
3730,구로,구로,3,9,1000,1
3731,양천,신트리,3,10,2500,1
3732,은평,진관,3,10,700,1
3733,중랑,신내,3,11,1300,1
3734,관악,관악,3,12,2000,1
3735,구로,시흥,3,13,2000,1
3736,영등포,영등포,3,13,1000,1
3737,강동,성내,3,14,1400,1
3738,영등포,당산,3,14,1700,1
3739,동작,백운,3,15,1400,1
3740,종로,숭인,3,15,1600,1
3741,성북,장위,3,15,1800,1
3742,강동,성내,3,15,400,1
3743,동작,상도,3,16,1900,1
3744,마포,신수,3,18,700,1
3745,강남,역삼,3,19,400,1
3746,관악,신림,3,19,1700,1
3747,관악,봉천,3,19,1100,1
3748,강남,영동,3,20,1400,1
3749,광진,능동,3,20,1700,1
3750,구로,독산,3,21,600,1
3751,강북,번동,4,0,1300,1
3752,구로,수궁,4,0,2400,1
3753,강서,화곡,4,0,2000,1
3754,관악,신림,4,2,1300,1
3755,관악,신림,4,3,700,1
3756,동작,백운,4,4,1800,1
3757,송파,가락,4,4,1500,1
3758,성북,돈암,4,6,1000,1
3759,구로,신도림,4,11,700,1
3760,성북,돈암,4,12,1600,1
3761,종로,연건,4,12,1100,0
3762,서대문,연희,4,14,1300,1
3763,관악,신림,4,15,800,1
3764,중부,무학,4,16,1700,1
3765,광진,능동,4,16,200,1
3766,동작,백운,4,16,3800,1
3767,양천,신트리,4,20,2000,1
3768,서초,잠원,4,20,2000,1
3769,양천,신트리,4,21,1000,1
3770,마포,성산,4,22,1600,1
3771,관악,관악,4,22,1700,1
3772,강서,등촌,4,22,1100,1
3773,강남,삼성,4,22,1200,1
3774,은평,진관,5,0,2600,1
3775,광진,구의,5,3,3000,1
3776,종로,연건,5,4,2100,0
3777,동대문,장안,5,8,1000,1
3778,마포,신수,5,8,600,1
3779,동작,동작,5,10,1100,1
3780,중부,신당,5,11,1400,1
3781,서대문,북가좌,5,11,1100,1
3782,마포,신수,5,12,1000,1
3783,강남,삼성,5,13,1300,1
3784,용산,이촌,5,15,1500,1
3785,양천,신트리,5,16,1500,1
3786,종로,세종로,5,20,1600,1
3787,노원,하계,5,20,2500,1
3788,도봉,창동,5,22,1500,1
3789,강서,화곡,6,0,1900,1
3790,양천,양천,6,1,1500,1
3791,도봉,창동,6,4,2000,1
3792,동작,상도,6,5,1000,1
3793,성북,길음,6,9,1200,1
3794,강남,삼성,6,9,1800,1
3795,강서,화곡,6,12,600,1
3796,강동,천호,6,15,1600,1
3797,마포,서교,6,15,1200,1
3798,동대문,청량리,6,16,1300,1
3799,강동,길동,6,17,100,1
3800,구로,고일,6,18,2600,1
3801,강서,방화,6,18,3100,1
3802,강북,번동,6,19,1600,1
3803,영등포,대림,6,20,1200,1
3804,성북,종암,6,20,1300,1
3805,광진,능동,6,22,1500,1
3806,동대문,청량리,0,3,600,1
3807,구로,독산,0,4,1200,1
3808,강서,화곡,0,5,3200,1
3809,중랑,중화,0,9,2100,1
3810,중부,충무,0,10,1200,1
3811,관악,난곡,0,10,1600,1
3812,도봉,도봉,0,11,1100,1
3813,영등포,당산,0,11,600,1
3814,서대문,북가좌,0,12,2000,1
3815,영등포,영등포,0,12,1400,1
3816,양천,신정,0,13,1000,1
3817,관악,봉천,0,13,1600,1
3818,광진,능동,0,13,2000,1
3819,은평,녹번,0,13,3000,1
3820,성동,왕십리,0,14,800,1
3821,구로,시흥,0,15,1100,1
3822,중부,을지,0,16,2500,1
3823,중랑,신내,0,17,1000,1
3824,종로,신영,0,17,900,1
3825,은평,진관,0,18,1600,1
3826,양천,양천,0,21,500,1
3827,성동,왕십리,0,22,1100,1
3828,관악,난곡,1,2,700,1
3829,서대문,연희,1,3,2000,1
3830,도봉,도봉,1,3,500,1
3831,은평,진관,1,5,1000,1
3832,동대문,용두,1,9,1200,1
3833,도봉,도봉,1,9,600,1
3834,강남,영동,1,11,1500,1
3835,송파,가락,1,11,1000,1
3836,광진,중곡,1,11,1500,1
3837,중랑,신내,1,12,1100,1
3838,영등포,대림,1,12,1000,1
3839,양천,양천,1,13,1800,1
3840,성북,종암,1,14,2100,1
3841,은평,역촌,1,15,700,1
3842,강남,역삼,1,15,2300,1
3843,송파,마천,1,16,1700,1
3844,강서,화곡,1,19,1400,1
3845,성동,왕십리,1,22,1200,1
3846,용산,이태원,2,1,500,1
3847,서초,방배,2,8,1600,1
3848,관악,봉천,2,8,1800,1
3849,관악,봉천,2,10,1300,1
3850,영등포,여의도,2,11,1200,1
3851,성동,왕십리,2,13,1800,1
3852,종로,세종로,2,14,800,1
3853,서초,서초,2,15,1200,0
3854,구로,구로,2,15,2000,1
3855,동작,상도,2,16,1100,1
3856,종로,연건,2,16,100,1
3857,도봉,도봉,2,16,1600,1
3858,종로,숭인,2,20,1900,1
3859,광진,능동,2,20,1000,1
3860,관악,관악,3,0,3100,1
3861,관악,봉천,3,0,1600,1
3862,도봉,도봉,3,2,400,1
3863,송파,방이,3,2,3300,1
3864,동대문,용두,3,2,1300,1
3865,노원,상계,3,4,2200,1
3866,강남,삼성,3,4,1800,1
3867,구로,고일,3,6,2500,1
3868,양천,신정,3,7,1000,1
3869,영등포,영등포,3,8,1100,1
3870,양천,신월,3,9,2100,0
3871,동대문,휘경,3,9,700,1
3872,서초,서초,3,10,800,1
3873,동작,상도,3,12,1000,1
3874,강동,길동,3,15,900,1
3875,송파,방이,3,16,3700,1
3876,마포,성산,3,17,2300,1
3877,성북,종암,3,17,2000,1
3878,강북,우이,3,19,1700,1
3879,강남,영동,3,22,2200,0
3880,구로,구로,3,23,1500,1
3881,송파,방이,4,0,2600,1
3882,강남,수서,4,1,2800,1
3883,송파,운동장,4,3,1500,1
3884,영등포,여의도,4,6,1100,1
3885,강동,성내,4,7,600,1
3886,은평,녹번,4,7,2000,1
3887,도봉,도봉,4,12,2100,1
3888,영등포,당산,4,13,1600,1
3889,강남,영동,4,15,1800,1
3890,중부,충무,4,16,1200,1
3891,구로,고일,4,17,2600,0
3892,서초,양재,4,17,2000,1
3893,서초,방배,4,19,3000,1
3894,노원,수락,4,20,300,1
3895,서초,잠원,4,21,3000,0
3896,강동,성내,4,22,1000,1
3897,성북,길음,4,23,1400,1
3898,은평,진관,5,0,1900,1
3899,서초,잠원,5,5,4000,1
3900,송파,마천,5,8,1200,1
3901,도봉,방학,5,9,1500,1
3902,강남,삼성,5,9,500,1
3903,강동,성내,5,9,1200,1
3904,양천,신정,5,11,2000,1
3905,동대문,전농,5,11,1000,1
3906,강남,삼성,5,13,1700,1
3907,양천,신트리,5,13,1500,1
3908,마포,성산,5,13,1200,1
3909,강서,개화,5,14,1300,1
3910,강동,고덕,5,14,2700,1
3911,중랑,신내,5,14,1500,1
3912,동작,동작,5,16,800,1
3913,서초,양재,5,16,4100,1
3914,서초,양재,5,16,1100,1
3915,중부,신당,5,17,2000,1
3916,도봉,방학,5,18,500,1
3917,용산,후암,5,18,1700,1
3918,서대문,연희,5,19,2200,1
3919,강서,화곡,5,21,4000,1
3920,성동,행당,5,22,1000,1
3921,도봉,도봉,5,22,2000,1
3922,구로,시흥,5,23,1000,1
3923,영등포,당산,5,23,800,1
3924,양천,양천,6,1,1400,1
3925,구로,고일,6,1,1200,1
3926,마포,성산,6,3,1900,1
3927,성북,장위,6,4,2000,1
3928,용산,후암,6,11,1200,1
3929,구로,구로,6,13,600,1
3930,동작,백운,6,15,2000,1
3931,서대문,연희,6,16,2200,1
3932,강서,화곡,6,16,1700,1
3933,영등포,신길,6,16,500,1
3934,송파,가락,6,17,1500,1
3935,강동,성내,6,18,1300,1
3936,강서,발산,6,19,200,1
3937,강동,성내,6,20,2000,1
3938,광진,중곡,6,21,1500,1
3939,강남,세곡,6,21,2800,1
3940,관악,난곡,6,23,1200,1
3941,마포,공덕,0,0,1000,1
3942,강동,성내,0,1,1500,1
3943,강남,영동,0,7,1200,1
3944,영등포,신길,0,10,800,1
3945,강서,등촌,0,10,1400,1
3946,종로,신교,0,11,1200,1
3947,동대문,장안,0,12,1000,1
3948,구로,고일,0,13,1000,1
3949,강서,등촌,0,14,2300,1
3950,양천,신월,0,15,2500,0
3951,중부,회현,0,15,3000,1
3952,광진,구의,0,17,900,1
3953,용산,한강로,0,18,2000,1
3954,은평,녹번,0,19,1700,1
3955,구로,시흥,0,19,2700,1
3956,구로,시흥,0,20,1200,1
3957,송파,마천,0,21,1600,1
3958,광진,능동,1,6,1800,1
3959,강남,삼성,1,8,1500,1
3960,영등포,당산,1,9,1400,1
3961,동대문,전농,1,9,1200,1
3962,서대문,홍은,1,10,400,1
3963,강서,방화,1,10,1400,1
3964,관악,봉천,1,10,2100,0
3965,성동,왕십리,1,11,800,1
3966,양천,양천,1,11,3000,1
3967,도봉,방학,1,11,3000,1
3968,서초,반포,1,13,1600,1
3969,도봉,도봉,1,16,3000,1
3970,마포,서교,1,17,2000,1
3971,마포,신수,1,19,1200,1
3972,동대문,전농,1,20,300,1
3973,종로,숭인,1,20,1000,1
3974,노원,상계,1,21,1200,1
3975,서대문,연희,1,21,2000,1
3976,강서,발산,1,21,1800,1
3977,광진,구의,2,2,2500,1
3978,중랑,면목,2,2,2300,1
3979,성북,종암,2,2,2100,1
3980,서초,서초,2,4,2000,1
3981,강동,천호,2,5,1000,1
3982,노원,하계,2,9,1800,1
3983,서대문,미근,2,9,1500,1
3984,구로,구로,2,12,300,1
3985,성북,돈암,2,14,1700,1
3986,노원,수락,2,15,2700,1
3987,강동,고덕,2,15,800,1
3988,용산,한강로,2,15,1200,1
3989,구로,고일,2,16,2600,1
3990,성북,종암,2,16,2100,1
3991,송파,방이,2,17,4000,1
3992,강북,우이,2,17,1000,1
3993,노원,월계,2,23,2500,1
3994,강서,등촌,3,0,1800,1
3995,구로,시흥,3,2,1300,1
3996,강남,삼성,3,6,1200,1
3997,강서,화곡,3,9,2500,0
3998,종로,종로,3,14,1200,1
3999,강남,역삼,3,14,1500,1
4000,강북,우이,3,15,900,1
4001,종로,세종로,3,17,1200,1
4002,강동,암사,3,19,1500,1
4003,중부,을지,3,19,800,1
4004,광진,능동,3,20,2500,1
4005,강남,삼성,3,20,2200,1
4006,강동,성내,3,21,2000,1
4007,서초,잠원,3,21,4000,0
4008,성동,금호,3,22,1700,1
4009,중부,회현,3,23,1000,1
4010,강서,등촌,3,23,1700,1
4011,도봉,방학,4,0,1500,1
4012,영등포,대림,4,2,1200,1
4013,구로,독산,4,4,600,1
4014,강남,영동,4,5,1000,1
4015,성북,돈암,4,9,700,1
4016,강서,화곡,4,9,2000,1
4017,강북,삼각산,4,10,1700,1
4018,구로,고척,4,11,1000,1
4019,동작,동작,4,11,800,1
4020,강남,수서,4,12,2000,0
4021,동대문,장안,4,12,500,1
4022,광진,중곡,4,13,1500,1
4023,은평,녹번,4,14,1500,1
4024,중부,회현,4,15,1400,1
4025,성북,종암,4,15,2000,1
4026,노원,하계,4,15,2400,1
4027,서대문,미근,4,16,1900,1
4028,영등포,당산,4,16,2800,0
4029,성동,금호,4,17,1000,1
4030,서대문,미근,4,17,1300,1
4031,강북,미아,4,18,1000,1
4032,송파,방이,4,18,3800,1
4033,강동,성내,4,18,2000,1
4034,중부,무학,4,20,1600,1
4035,중랑,신내,4,21,700,1
4036,용산,이태원,4,22,1500,1
4037,강남,역삼,4,23,1400,1
4038,관악,관악,4,23,1900,1
4039,구로,신도림,5,0,400,1
4040,양천,신월,5,0,1300,1
4041,서초,반포,5,1,1400,1
4042,구로,독산,5,1,1300,1
4043,송파,방이,5,2,3300,1
4044,성북,돈암,5,5,500,1
4045,도봉,방학,5,5,1600,1
4046,관악,관악,5,7,2200,1
4047,용산,이촌,5,7,1500,1
4048,서대문,연희,5,8,1000,1
4049,강남,역삼,5,10,500,1
4050,강서,등촌,5,12,1800,1
4051,관악,난곡,5,13,1300,1
4052,동작,상도,5,14,1200,1
4053,강서,화곡,5,14,800,1
4054,양천,신정,5,14,1500,1
4055,송파,방이,5,14,1500,1
4056,광진,능동,5,16,1200,1
4057,강북,미아,5,16,1900,1
4058,강남,영동,5,17,2000,1
4059,관악,관악,5,17,1200,0
4060,광진,능동,5,17,700,1
4061,강동,고덕,5,19,2000,1
4062,중부,충무,5,20,1000,1
4063,강서,등촌,5,21,2000,1
4064,성북,장위,5,22,600,1
4065,종로,종로,5,22,800,1
4066,강서,등촌,5,23,500,1
4067,중랑,망우,6,0,1900,1
4068,서대문,미근,6,1,1500,1
4069,중랑,신내,6,1,1800,1
4070,관악,봉천,6,4,2500,1
4071,강남,역삼,6,6,1600,1
4072,도봉,쌍문,6,7,300,1
4073,노원,상계,6,9,1900,1
4074,강북,삼각산,6,12,800,1
4075,동대문,장안,6,13,1000,1
4076,종로,종로,6,13,200,1
4077,강서,화곡,6,14,2400,1
4078,강북,미아,6,14,500,1
4079,강북,우이,6,14,1000,1
4080,마포,서교,6,15,1000,1
4081,서초,양재,6,18,500,1
4082,송파,거여,6,21,1500,1
4083,성동,행당,6,21,500,1
4084,종로,세종로,0,0,800,1
4085,종로,숭인,0,5,800,1
4086,성동,행당,0,6,1000,1
4087,관악,난곡,0,7,1200,1
4088,강서,화곡,0,9,1800,0
4089,성북,돈암,0,9,500,1
4090,종로,연건,0,9,600,1
4091,구로,구로,0,10,1100,1
4092,강남,영동,0,11,2800,1
4093,영등포,대림,0,13,1500,1
4094,강남,역삼,0,13,700,1
4095,강서,등촌,0,13,1400,1
4096,관악,봉천,0,16,1500,1
4097,영등포,당산,0,17,1800,1
4098,종로,신교,0,17,2000,1
4099,성동,성수,0,18,600,1
4100,관악,신림,0,18,1600,1
4101,서초,잠원,0,18,2200,1
4102,강동,천호,0,20,200,1
4103,영등포,당산,0,20,1500,1
4104,강남,역삼,0,20,1500,1
4105,용산,이태원,0,21,500,1
4106,동작,백운,0,21,1700,1
4107,도봉,방학,0,21,2000,1
4108,강남,영동,0,21,1800,1
4109,마포,신수,0,22,800,1
4110,구로,공단,0,22,2100,1
4111,강남,역삼,0,23,1900,1
4112,서초,잠원,1,0,2400,1
4113,마포,염리,1,7,600,1
4114,성북,종암,1,9,3000,0
4115,광진,구의,1,9,1900,1
4116,강남,개포,1,10,700,1
4117,중부,을지,1,12,700,1
4118,양천,신월,1,13,3400,1
4119,구로,시흥,1,15,1500,1
4120,강남,삼성,1,16,3500,1
4121,동작,상도,1,16,200,1
4122,서초,서초,1,19,1100,1
4123,서대문,미근,1,19,400,1
4124,송파,마천,1,20,1400,1
4125,도봉,방학,1,20,1600,1
4126,송파,거여,1,21,800,1
4127,동대문,청량리,1,23,800,1
4128,중부,신당,2,10,600,1
4129,송파,잠실,2,13,1200,1
4130,양천,양천,2,13,1000,1
4131,성북,길음,2,14,2000,1
4132,서대문,북가좌,2,15,1000,1
4133,성동,금호,2,16,1000,1
4134,관악,신림,2,17,800,1
4135,종로,세종로,2,17,1500,1
4136,서대문,미근,2,19,500,1
4137,노원,수락,2,20,1400,1
4138,서초,잠원,2,20,2100,1
4139,강서,화곡,2,22,900,1
4140,중랑,면목,2,23,2000,1
4141,동대문,용두,2,23,800,1
4142,마포,서교,3,0,500,1
4143,강북,번동,3,3,800,1
4144,양천,신정,3,4,3000,1
4145,강남,수서,3,7,3000,1
4146,도봉,방학,3,11,2000,1
4147,중부,신당,3,14,400,1
4148,강북,번동,3,15,1500,1
4149,서대문,홍은,3,15,1800,1
4150,영등포,영등포,3,16,1000,1
4151,강서,화곡,3,19,2100,0
4152,양천,목동,3,19,3100,1
4153,마포,공덕,3,21,300,1
4154,영등포,당산,3,21,1300,1
4155,강남,세곡,3,23,1500,1
4156,강서,방화,3,23,2300,0
4157,서초,서초,4,2,1500,1
4158,은평,역촌,4,3,1200,1
4159,동작,동작,4,4,1600,1
4160,도봉,창동,4,4,1600,1
4161,중랑,망우,4,4,1900,1
4162,관악,신림,4,5,1400,1
4163,강남,영동,4,6,2300,1
4164,구로,공단,4,8,2300,1
4165,강동,천호,4,17,1000,1
4166,마포,서교,4,18,1600,1
4167,강서,등촌,4,19,1600,1
4168,용산,이태원,4,19,1500,1
4169,동대문,청량리,4,19,1100,1
4170,서대문,연희,4,19,4000,1
4171,서초,잠원,4,21,1500,1
4172,중부,무학,4,22,500,1
4173,성북,돈암,4,22,1000,1
4174,영등포,여의도,4,23,1000,1
4175,구로,독산,5,2,1500,1
4176,구로,고일,5,9,3800,1
4177,서대문,북가좌,5,10,2300,1
4178,광진,구의,5,10,1400,1
4179,강남,영동,5,11,400,0
4180,영등포,영등포,5,17,1100,1
4181,양천,양천,5,18,3300,1
4182,노원,하계,5,19,2100,1
4183,도봉,창동,5,20,1600,1
4184,강남,역삼,6,0,1500,1
4185,성동,금호,6,3,1500,1
4186,노원,하계,6,4,1600,1
4187,성동,행당,6,11,1700,1
4188,서대문,연희,6,11,1400,1
4189,양천,신월,6,12,3000,1
4190,서대문,미근,6,13,2000,1
4191,용산,이촌,6,15,1200,1
4192,구로,독산,6,15,500,1
4193,구로,시흥,6,15,1300,1
4194,동대문,장안,6,15,1000,1
4195,강남,역삼,6,18,1000,1
4196,강동,성내,6,21,600,1
4197,구로,수궁,6,22,500,1
4198,구로,독산,6,22,1000,1
4199,강동,성내,0,2,2100,1
4200,서대문,홍은,0,3,1800,1
4201,성북,돈암,0,4,1500,1
4202,도봉,방학,0,4,1500,1
4203,종로,종로,0,8,1000,1
4204,마포,상암,0,8,2500,1
4205,은평,진관,0,10,1800,1
4206,노원,하계,0,11,2500,1
4207,송파,잠실,0,12,2500,1
4208,강서,방화,0,15,2600,1
4209,구로,시흥,0,16,1800,1
4210,동작,동작,0,16,1300,1
4211,강서,발산,0,18,1800,1
4212,강동,길동,0,18,1500,1
4213,도봉,도봉,0,19,1900,1
4214,관악,관악,1,6,3700,1
4215,강동,성내,1,9,2000,1
4216,강서,개화,1,10,1300,1
4217,광진,구의,1,12,600,1
4218,강남,삼성,1,12,1700,1
4219,서초,서초,1,13,1400,1
4220,중부,회현,1,14,1500,1
4221,마포,서교,1,15,1300,0
4222,종로,숭인,1,16,800,1
4223,종로,숭인,1,17,1000,1
4224,서초,반포,1,20,800,1
4225,광진,능동,1,20,1700,1
4226,중부,무학,1,21,1200,1
4227,송파,운동장,1,21,1800,1
4228,도봉,방학,1,22,2000,1
4229,은평,녹번,1,23,600,1
4230,마포,서교,2,0,700,1
4231,강남,삼성,2,2,1000,1
4232,구로,구로,2,2,1400,0
4233,서초,방배,2,5,1800,1
4234,중부,을지,2,5,1500,1
4235,도봉,쌍문,2,7,2000,1
4236,은평,진관,2,8,3000,1
4237,강북,우이,2,11,900,1
4238,송파,가락,2,11,1600,1
4239,강서,화곡,2,13,900,1
4240,강남,삼성,2,15,3100,1
4241,중부,을지,2,15,2000,1
4242,강동,성내,2,17,1500,1
4243,영등포,대림,2,23,1800,1
4244,노원,상계,3,0,3800,0
4245,중랑,중화,3,1,1200,1
4246,구로,신도림,3,2,2100,1
4247,종로,연건,3,3,1500,1
4248,도봉,도봉,3,7,2000,1
4249,노원,월계,3,7,1700,1
4250,강남,영동,3,8,1900,1
4251,마포,서교,3,8,1600,1
4252,강북,우이,3,9,1300,1
4253,노원,하계,3,9,700,1
4254,노원,상계,3,9,1600,1
4255,구로,수궁,3,9,300,1
4256,용산,한강로,3,10,1700,1
4257,종로,숭인,3,11,2800,1
4258,양천,양천,3,12,1500,1
4259,강서,등촌,3,14,1400,1
4260,관악,관악,3,18,2000,0
4261,마포,공덕,3,19,1000,1
4262,동대문,휘경,3,19,500,1
4263,마포,서교,3,19,500,1
4264,관악,관악,3,19,1000,1
4265,마포,서교,3,19,1200,1
4266,서대문,북가좌,3,22,1300,1
4267,중부,회현,3,22,1000,1
4268,강동,고덕,3,23,1500,1
4269,중랑,중화,4,0,2000,1
4270,구로,시흥,4,1,1300,1
4271,동작,상도,4,2,800,1
4272,강동,고덕,4,2,3100,1
4273,동작,백운,4,3,1500,1
4274,성동,왕십리,4,4,500,1
4275,관악,관악,4,8,1400,1
4276,노원,월계,4,10,900,1
4277,영등포,영등포,4,14,500,1
4278,강남,삼성,4,14,2900,0
4279,도봉,도봉,4,16,1500,1
4280,구로,수궁,4,17,2500,1
4281,중랑,면목,4,17,900,1
4282,용산,서빙고,4,17,2400,1
4283,관악,신림,4,19,1200,1
4284,관악,관악,4,20,2700,0
4285,동대문,장안,4,22,1000,1
4286,광진,능동,5,1,1300,1
4287,구로,공단,5,1,1200,1
4288,강동,천호,5,2,1300,1
4289,양천,신월,5,4,2000,1
4290,동작,백운,5,9,1100,1
4291,성동,금호,5,12,1700,1
4292,서대문,홍은,5,12,500,1
4293,노원,수락,5,13,800,1
4294,서대문,미근,5,14,1400,0
4295,강서,발산,5,15,1500,1
4296,영등포,대림,5,17,1800,1
4297,중부,회현,5,17,1900,1
4298,양천,신월,5,18,1500,1
4299,도봉,도봉,5,19,2000,1
4300,강서,발산,5,19,500,1
4301,은평,역촌,5,21,400,1
4302,구로,고일,5,23,1600,1
4303,구로,독산,6,0,700,1
4304,양천,신월,6,1,1500,1
4305,광진,능동,6,5,1000,1
4306,강남,역삼,6,7,1300,1
4307,마포,서교,6,7,1600,1
4308,양천,양천,6,9,1600,1
4309,노원,월계,6,13,1200,1
4310,관악,신림,6,15,1600,1
4311,구로,고척,6,16,900,1
4312,송파,방이,6,17,1200,1
4313,동작,상도,6,18,300,1
4314,강북,번동,6,18,1900,1
4315,강남,영동,6,19,1300,1
4316,광진,구의,6,21,700,1
4317,서대문,연희,6,22,2300,1
4318,중랑,신내,0,1,1500,1
4319,종로,종로,0,2,300,0
4320,광진,구의,0,5,1500,1
4321,광진,능동,0,5,1500,1
4322,양천,신정,0,6,1500,1
4323,광진,능동,0,7,2000,1
4324,중부,무학,0,8,1800,1
4325,동작,노량진,0,8,1300,1
4326,도봉,쌍문,0,14,1500,1
4327,구로,구로,0,16,1100,1
4328,종로,신교,0,17,600,1
4329,강서,화곡,0,18,3000,0
4330,중부,무학,0,19,500,1
4331,종로,연건,0,19,800,1
4332,관악,난곡,0,21,1400,1
4333,노원,상계,0,22,1100,1
4334,강동,고덕,1,2,2000,1
4335,강서,개화,1,4,5400,0
4336,관악,난곡,1,4,800,1
4337,서초,방배,1,11,1200,1
4338,강서,화곡,1,12,600,1
4339,광진,구의,1,18,1700,1
4340,영등포,대림,1,19,1600,1
4341,양천,양천,1,20,1200,1
4342,동대문,장안,1,21,1000,1
4343,중부,무학,1,21,1000,1
4344,은평,진관,1,21,1800,1
4345,중랑,망우,1,23,1500,1
4346,강남,삼성,2,5,1200,1
4347,구로,수궁,2,6,1500,0
4348,용산,이태원,2,11,1000,1
4349,광진,중곡,2,12,1300,1
4350,용산,서빙고,2,13,2000,1
4351,용산,이태원,2,14,1000,1
4352,양천,신트리,2,15,1500,1
4353,성동,성수,2,15,1800,1
4354,강동,성내,2,15,1600,1
4355,강남,역삼,2,17,1500,1
4356,성동,성수,2,18,600,0
4357,성동,왕십리,2,19,800,1
4358,노원,월계,2,19,2000,1
4359,성북,길음,2,20,2000,1
4360,용산,한강로,2,21,1200,1
4361,종로,종로,2,22,900,1
4362,동작,동작,3,5,1500,1
