,Parent,Child,Day,TimeSpan,DistanceMeter,In5Mins
5037,영등포,영등포,3,16,1600,1
5038,양천,신월,3,16,2000,1
5039,양천,신트리,3,17,1500,1
5040,영등포,대림,3,17,1200,1
5041,도봉,도봉,3,17,1200,1
5042,마포,성산,3,18,1000,1
5043,서대문,북가좌,3,19,500,1
5044,종로,세종로,3,19,600,1
5045,동대문,장안,3,20,1000,1
5046,중부,무학,3,20,800,1
5047,중랑,면목,4,1,1200,1
5048,구로,공단,4,2,2000,1
5049,구로,수궁,4,8,600,1
5050,강남,영동,4,8,2200,1
5051,중랑,면목,4,9,2000,1
5052,관악,관악,4,11,3400,0
5053,강북,삼각산,4,12,1400,1
5054,마포,성산,4,13,1600,1
5055,송파,가락,4,13,2100,1
5056,종로,연건,4,14,2000,1
5057,마포,염리,4,18,1300,1
5058,양천,신정,4,18,2000,1
5059,관악,관악,4,18,3100,1
5060,영등포,영등포,4,19,700,1
5061,동작,동작,4,21,3400,1
5062,도봉,도봉,4,22,1000,1
5063,중랑,면목,5,0,1800,1
5064,중랑,신내,5,1,1900,1
5065,은평,수색,5,1,500,1
5066,강남,개포,5,2,1500,1
5067,성북,길음,5,3,800,1
5068,동대문,용두,5,3,1200,1
5069,광진,구의,5,4,1000,1
5070,송파,방이,5,6,3000,1
5071,강남,영동,5,7,1200,1
5072,동대문,용두,5,7,1000,1
5073,송파,가락,5,8,1100,1
5074,성북,길음,5,10,900,1
5075,종로,숭인,5,10,1000,1
5076,서초,잠원,5,14,2000,1
5077,성동,왕십리,5,15,1100,1
5078,강동,천호,5,16,1500,1
5079,송파,방이,5,20,1500,1
5080,도봉,도봉,5,20,1200,1
5081,구로,독산,5,21,1100,1
5082,강동,암사,5,23,1500,1
5083,광진,능동,6,0,1200,1
5084,서대문,연희,6,1,1900,1
5085,강동,길동,6,6,1000,1
5086,노원,수락,6,8,2500,1
5087,강서,방화,6,10,1600,1
5088,구로,구로,6,11,2400,1
5089,구로,독산,6,12,800,1
5090,송파,거여,6,14,1000,1
5091,중랑,망우,6,14,1500,1
5092,광진,구의,6,14,2000,1
5093,송파,마천,6,16,500,1
5094,강동,천호,6,18,2000,1
5095,동작,백운,6,21,2800,0
5096,동작,동작,6,23,1600,1
5097,강서,발산,6,23,1900,1
5098,은평,녹번,0,4,2800,1
5099,강남,역삼,0,6,200,1
5100,중랑,중화,0,7,1200,1
5101,강서,발산,0,12,1500,1
5102,마포,서교,0,13,700,1
5103,동작,백운,0,15,600,0
5104,용산,이촌,0,16,600,1
5105,강동,천호,0,16,1300,1
5106,관악,봉천,0,19,2000,1
5107,노원,수락,0,19,300,1
5108,노원,수락,0,22,300,1
5109,영등포,여의도,0,23,1100,1
5110,관악,관악,0,23,3000,1
5111,관악,신림,0,23,2000,1
5112,중부,신당,1,1,1800,1
5113,중랑,신내,1,2,1000,1
5114,성동,성수,1,3,1000,1
5115,은평,진관,1,4,5500,0
5116,은평,녹번,1,13,1400,1
5117,양천,신정,1,14,1000,1
5118,노원,하계,1,14,1000,1
5119,동작,노량진,1,16,1100,1
5120,도봉,방학,1,16,1300,1
5121,성북,돈암,1,17,1000,1
5122,성동,성수,1,18,2600,0
5123,동작,백운,1,18,1300,1
5124,광진,중곡,1,19,1500,1
5125,서초,반포,1,20,2500,1
5126,양천,신월,1,21,1700,1
5127,종로,연건,1,23,1200,1
5128,종로,종로,2,2,500,1
5129,관악,신림,2,4,600,1
5130,송파,가락,2,5,2700,1
5131,동작,백운,2,7,2000,1
5132,구로,구로,2,8,500,1
5133,관악,관악,2,9,1800,1
5134,서대문,북가좌,2,11,1400,1
5135,동대문,용두,2,12,500,1
5136,종로,종로,2,13,600,1
5137,강북,미아,2,13,900,1
5138,성동,행당,2,17,900,1
5139,동대문,청량리,2,17,700,1
5140,중부,신당,2,18,2600,1
5141,강남,수서,2,19,1100,1
5142,용산,이태원,2,20,600,1
5143,동대문,용두,2,21,200,1
5144,강서,개화,2,22,1800,1
5145,용산,이촌,2,23,1300,1
5146,서대문,홍은,3,2,2000,1
5147,강서,화곡,3,3,2300,1
5148,강서,방화,3,3,2500,0
5149,동대문,용두,3,4,1000,1
5150,강동,길동,3,6,900,1
5151,중랑,중화,3,10,1500,1
5152,구로,수궁,3,10,2700,1
5153,송파,잠실,3,13,1000,1
5154,서대문,홍은,3,13,300,1
5155,영등포,신길,3,14,500,1
5156,관악,관악,3,15,1700,1
5157,동작,백운,3,20,2900,1
5158,서대문,북가좌,3,20,1800,1
5159,동작,동작,3,20,1300,1
5160,중랑,망우,3,21,1600,1
5161,중랑,면목,3,22,2000,1
5162,강남,수서,4,2,1500,1
5163,구로,시흥,4,6,700,1
5164,강서,화곡,4,8,2000,1
5165,은평,진관,4,10,1200,1
5166,구로,수궁,4,13,1000,1
5167,중부,을지,4,18,2000,1
5168,서대문,홍은,4,21,500,1
5169,성북,종암,4,21,1500,1
5170,종로,세종로,4,22,600,1
5171,서대문,북가좌,5,2,1000,1
5172,양천,신정,5,9,1000,1
5173,강서,화곡,5,10,1800,1
5174,송파,잠실,5,11,1200,1
5175,도봉,도봉,5,12,1100,1
5176,광진,능동,5,14,3500,0
5177,서초,방배,5,15,1600,1
5178,중랑,중화,5,16,1000,1
5179,구로,독산,5,17,300,1
5180,도봉,도봉,5,17,1500,1
5181,관악,신림,5,19,1100,1
5182,관악,신림,5,19,1000,1
5183,노원,공릉,5,20,2000,1
5184,용산,이태원,5,21,2500,1
5185,서초,반포,5,22,1200,1
5186,마포,공덕,5,22,1800,1
5187,강남,삼성,5,23,0,1
5188,영등포,영등포,6,0,2300,1
5189,서대문,연희,6,13,4000,1
5190,도봉,방학,6,16,1500,1
5191,서초,서초,6,18,1800,1
5192,용산,한강로,6,18,1400,1
5193,송파,잠실,6,18,700,1
5194,영등포,영등포,6,20,2200,1
5195,강남,삼성,6,21,1400,1
5196,중부,신당,6,22,1300,1
5197,영등포,여의도,6,23,1000,1
5198,송파,마천,0,0,500,1
5199,마포,염리,0,4,400,1
5200,광진,구의,0,4,1500,1
5201,서초,서초,0,12,2000,0
5202,구로,수궁,0,14,3000,0
5203,서대문,미근,0,14,100,1
5204,노원,수락,0,18,1600,1
5205,구로,고척,0,19,1900,1
5206,성동,행당,0,19,1300,1
5207,중부,회현,0,20,500,1
5208,서대문,연희,0,22,2700,1
5209,도봉,방학,0,22,800,1
5210,성동,왕십리,0,23,2500,1
5211,은평,역촌,1,0,1600,1
5212,송파,마천,1,1,2500,1
5213,강남,개포,1,2,800,1
5214,은평,진관,1,3,2100,1
5215,은평,역촌,1,6,1900,1
5216,성동,행당,1,8,300,1
5217,동대문,장안,1,10,1300,1
5218,관악,봉천,1,10,2100,1
5219,구로,구로,1,12,500,1
5220,강북,번동,1,14,1300,1
5221,중부,무학,1,16,1000,1
5222,성북,돈암,1,17,1300,1
5223,중부,무학,1,20,1200,1
5224,강북,미아,1,21,1200,1
5225,중랑,중화,1,22,1000,1
5226,은평,역촌,2,1,1000,1
5227,구로,신도림,2,7,1000,1
5228,관악,난곡,2,8,300,1
5229,서초,반포,2,9,1800,1
5230,서초,반포,2,11,300,1
5231,종로,숭인,2,11,1000,1
5232,강서,등촌,2,14,800,1
5233,용산,이태원,2,18,500,1
5234,관악,관악,2,20,3000,1
5235,동작,백운,2,20,2300,1
5236,중랑,중화,2,21,1500,1
5237,노원,수락,2,22,6100,0
5238,강서,방화,2,23,2500,1
5239,동대문,장안,3,1,1100,1
5240,강북,번동,3,3,800,1
5241,구로,시흥,3,3,2300,1
5242,노원,월계,3,4,300,1
5243,강북,번동,3,4,1100,1
5244,광진,중곡,3,6,500,1
5245,양천,신정,3,7,1500,1
5246,강남,역삼,3,8,1700,1
5247,관악,봉천,3,9,1200,1
5248,용산,이태원,3,9,1000,1
5249,양천,신트리,3,15,2000,1
5250,중부,무학,3,17,1000,1
5251,서대문,홍은,3,19,1000,1
5252,양천,신정,3,21,2000,1
5253,중부,신당,3,22,1500,1
5254,중랑,망우,3,23,1500,1
5255,마포,성산,4,1,1600,1
5256,중랑,망우,4,3,1500,1
5257,도봉,창동,4,4,1200,1
5258,영등포,대림,4,11,700,1
5259,은평,진관,4,11,1400,1
5260,중부,무학,4,13,900,1
5261,도봉,쌍문,4,14,1200,1
5262,마포,서교,4,14,700,1
5263,구로,독산,4,14,3000,1
5264,도봉,방학,4,17,1000,1
5265,서대문,미근,4,17,1900,1
5266,서초,잠원,4,18,3000,1
5267,마포,서교,4,18,1600,1
5268,마포,성산,4,21,1200,1
5269,강남,삼성,4,21,2800,1
5270,노원,상계,4,22,1000,1
5271,강동,성내,4,23,2000,1
5272,구로,공단,4,23,2300,1
5273,강서,등촌,5,0,1200,1
5274,노원,상계,5,2,900,1
5275,강남,삼성,5,2,1800,1
5276,송파,방이,5,7,2100,1
5277,서대문,연희,5,10,2500,1
5278,구로,공단,5,11,1200,1
5279,성북,종암,5,12,1800,1
5280,강북,번동,5,12,500,1
5281,성동,행당,5,13,500,1
5282,성북,돈암,5,14,1000,1
5283,강남,삼성,5,14,1500,1
5284,관악,난곡,5,14,1900,0
5285,도봉,창동,5,15,2000,1
5286,서초,반포,5,16,2000,0
5287,광진,중곡,5,18,1000,1
5288,도봉,쌍문,5,19,3000,1
5289,강서,등촌,5,23,2300,0
5290,중부,을지,5,23,1500,1
5291,영등포,영등포,6,1,800,1
5292,영등포,신길,6,1,1200,1
5293,노원,하계,6,2,1500,1
5294,영등포,영등포,6,2,2000,1
5295,중부,무학,6,8,500,1
5296,양천,신트리,6,8,2000,1
5297,용산,한강로,6,12,1500,1
5298,성북,길음,6,20,2100,1
5299,강동,성내,6,20,2800,1
5300,마포,서교,6,23,1100,1
5301,종로,연건,6,23,500,1
5302,관악,봉천,0,0,1600,1
5303,구로,신도림,0,3,1800,1
5304,강북,미아,0,4,1400,1
5305,송파,잠실,0,4,1800,1
5306,강서,개화,0,4,2100,1
5307,관악,봉천,0,6,1600,1
5308,서초,서초,0,8,2000,1
5309,강북,우이,0,13,1000,1
5310,양천,목동,0,13,2000,1
5311,강남,역삼,0,14,1500,1
5312,구로,고일,0,16,1000,1
5313,영등포,영등포,0,17,3000,1
5314,영등포,여의도,0,18,2700,1
5315,서초,잠원,0,18,900,1
5316,구로,신도림,0,21,500,1
5317,중부,충무,1,5,1400,1
5318,서대문,홍은,1,5,1900,1
5319,중랑,망우,1,8,1200,0
5320,영등포,당산,1,8,1500,1
5321,서초,서초,1,10,1500,1
5322,중부,신당,1,11,2500,1
5323,성북,장위,1,16,1200,1
5324,영등포,영등포,1,20,2200,1
5325,강서,화곡,1,21,2900,1
5326,강남,삼성,1,22,3000,1
5327,영등포,영등포,2,0,2000,1
5328,관악,신림,2,2,1000,0
5329,강남,삼성,2,13,1300,1
5330,구로,시흥,2,18,1600,1
5331,은평,녹번,2,18,2200,0
5332,강서,화곡,2,20,2300,0
5333,중랑,신내,2,20,1000,1
5334,노원,공릉,2,21,1400,1
5335,은평,진관,2,22,2100,1
5336,양천,신월,2,22,1900,1
5337,강서,등촌,2,23,1100,1
5338,서초,양재,3,0,5700,1
5339,구로,독산,3,0,800,1
5340,관악,난곡,3,9,1800,1
5341,강북,번동,3,12,2000,1
5342,양천,신월,3,19,2500,1
5343,동작,백운,3,19,2100,1
5344,종로,숭인,3,20,1900,1
5345,도봉,쌍문,3,20,1700,1
5346,서대문,홍은,3,21,2100,1
5347,성북,돈암,3,21,1000,1
5348,양천,신정,3,21,2000,1
5349,노원,상계,3,22,500,1
5350,송파,잠실,3,22,1800,1
5351,서초,반포,3,23,3000,0
5352,송파,잠실,4,0,2000,1
5353,동작,동작,4,0,3000,1
5354,종로,종로,4,5,1200,0
5355,성동,성수,4,6,700,1
5356,송파,잠실,4,8,1500,1
5357,구로,독산,4,9,3000,1
5358,강남,영동,4,10,1500,1
5359,강서,방화,4,13,1200,1
5360,양천,목동,4,14,2000,1
5361,중랑,신내,4,18,1600,1
5362,강남,역삼,4,19,900,1
5363,종로,신교,5,2,300,1
5364,강동,길동,5,2,3000,0
5365,관악,관악,5,2,3100,0
5366,송파,잠실,5,3,1500,1
5367,용산,이태원,5,5,1000,1
5368,구로,시흥,5,6,1100,1
5369,중부,충무,5,7,1700,1
5370,영등포,영등포,5,13,400,1
5371,광진,중곡,5,13,1400,1
5372,강동,길동,5,16,2500,1
5373,강남,영동,5,17,1500,1
5374,송파,방이,5,18,1000,1
5375,강서,발산,5,18,1600,1
5376,노원,상계,5,21,1600,1
5377,강남,개포,5,23,600,1
5378,용산,한강로,6,0,2100,1
5379,관악,봉천,6,0,1000,1
5380,동작,상도,6,0,800,1
5381,양천,신정,6,0,1600,1
5382,성동,왕십리,6,4,4000,1
5383,양천,신트리,6,10,1900,1
5384,관악,관악,6,10,2600,1
5385,은평,수색,6,10,1200,1
5386,용산,서빙고,6,12,1500,1
5387,영등포,대림,6,12,1100,1
5388,양천,신월,6,17,1900,1
5389,구로,신도림,6,23,1700,1
5390,서초,잠원,6,23,2200,1
5391,강서,화곡,0,2,700,1
5392,도봉,도봉,0,2,1600,1
5393,노원,상계,0,5,1400,1
5394,양천,신월,0,6,1500,1
5395,구로,수궁,0,13,2200,1
5396,종로,숭인,0,14,4000,1
5397,성동,왕십리,0,15,2100,1
5398,은평,녹번,0,15,1700,1
5399,서대문,연희,0,15,500,1
5400,중부,무학,0,19,1200,1
5401,성북,장위,0,19,1500,1
5402,강북,미아,0,22,1500,1
5403,중부,무학,1,0,700,1
5404,노원,하계,1,2,1800,1
5405,성동,왕십리,1,9,1000,1
5406,강서,등촌,1,10,1100,1
5407,강남,역삼,1,11,1600,1
5408,구로,고척,1,11,500,1
5409,중부,무학,1,12,900,1
5410,동대문,용두,1,13,1500,1
5411,서초,반포,1,20,2000,1
5412,은평,역촌,1,20,1300,1
5413,용산,한강로,1,21,2500,1
5414,중부,충무,1,23,2500,1
5415,서대문,미근,2,1,600,1
5416,구로,시흥,2,3,2000,1
5417,광진,능동,2,5,1500,1
5418,성북,종암,2,6,1800,1
5419,강동,암사,2,9,3000,1
5420,종로,종로,2,10,300,1
5421,강서,방화,2,10,800,1
5422,동대문,청량리,2,11,1400,1
5423,은평,진관,2,13,3300,0
5424,강서,등촌,2,19,1100,1
5425,용산,이태원,2,19,900,1
5426,양천,신정,2,21,2000,1
5427,서대문,미근,2,22,500,1
5428,송파,운동장,2,23,1300,1
5429,영등포,당산,2,23,1100,1
5430,종로,숭인,3,0,1500,1
5431,노원,공릉,3,1,1300,1
5432,양천,목동,3,5,2000,1
5433,강동,길동,3,6,300,1
5434,광진,중곡,3,9,1200,1
5435,양천,양천,3,11,1000,1
5436,양천,양천,3,11,1100,1
5437,마포,서교,3,11,1000,1
5438,서대문,연희,3,13,2800,1
5439,종로,신교,3,13,2000,1
5440,양천,양천,3,13,1700,1
5441,서대문,북가좌,3,13,1400,1
5442,중부,무학,3,13,700,1
5443,강북,번동,3,13,2500,1
5444,서초,양재,3,14,3000,1
5445,강동,성내,3,18,1500,1
5446,중부,충무,3,18,800,1
5447,서대문,연희,3,19,2500,0
5448,구로,시흥,3,20,1300,1
5449,강남,수서,3,20,3300,1
5450,은평,진관,3,21,1100,1
5451,구로,시흥,3,22,1100,0
5452,동작,노량진,3,22,5900,1
5453,강동,천호,3,22,2000,1
5454,강남,삼성,3,23,2800,1
5455,노원,공릉,4,2,1000,1
5456,중랑,중화,4,12,2600,1
5457,성북,장위,4,14,1000,1
5458,강동,천호,4,14,2000,1
5459,서대문,연희,4,16,1000,1
5460,영등포,신길,4,19,2200,1
5461,도봉,도봉,4,21,2000,1
5462,성북,종암,4,22,700,1
5463,동대문,용두,5,2,1700,1
5464,은평,역촌,5,2,1700,1
5465,종로,세종로,5,2,1000,1
5466,강서,등촌,5,5,1300,1
5467,강남,삼성,5,6,1800,1
5468,서대문,홍은,5,7,500,1
5469,종로,연건,5,10,700,1
5470,강서,방화,5,10,1100,1
5471,노원,월계,5,11,2600,1
5472,강북,삼각산,5,11,1600,1
5473,중부,무학,5,13,1000,1
5474,송파,마천,5,15,600,1
5475,관악,관악,5,15,2300,1
5476,강남,삼성,5,17,2500,0
5477,노원,하계,5,18,1200,1
5478,구로,구로,5,19,800,1
5479,광진,능동,5,20,1900,1
5480,용산,한강로,5,20,3000,1
5481,양천,양천,5,20,1200,1
5482,중부,충무,5,23,1600,1
5483,서초,양재,5,23,3500,1
5484,성동,왕십리,6,9,1000,1
5485,송파,방이,6,9,1400,1
5486,동작,노량진,6,11,800,1
5487,양천,양천,6,12,2000,1
5488,양천,양천,6,15,1500,1
5489,강서,발산,6,15,2500,1
5490,은평,진관,6,16,1900,1
5491,중랑,면목,6,17,1500,1
5492,은평,진관,6,18,600,1
5493,영등포,영등포,6,19,2100,1
5494,성북,종암,6,19,1500,1
5495,노원,수락,6,20,900,1
5496,양천,신트리,6,21,1500,1
5497,도봉,방학,6,21,1500,1
5498,성동,행당,6,22,1000,1
5499,종로,신영,0,1,1000,1
5500,마포,염리,0,8,300,1
5501,강서,등촌,0,9,300,1
5502,중부,충무,0,9,1500,1
5503,서초,반포,0,11,1500,1
5504,강남,삼성,0,13,2800,1
5505,성북,종암,0,14,1400,1
5506,중랑,망우,0,15,1200,1
5507,서초,반포,0,17,1900,1
5508,도봉,창동,0,18,1500,1
5509,성북,장위,0,18,1900,1
5510,서초,서초,0,22,2000,1
5511,강남,수서,1,0,2400,1
5512,성북,장위,1,9,500,1
5513,성동,왕십리,1,10,1200,1
5514,구로,구로,1,11,700,1
5515,양천,신정,1,11,3000,1
5516,영등포,대림,1,11,500,1
5517,강북,미아,1,15,800,1
5518,중랑,중화,1,15,1100,1
5519,구로,공단,1,15,3200,1
5520,용산,이태원,1,17,2500,1
5521,마포,서교,1,17,2400,1
5522,관악,봉천,1,19,1800,1
5523,강남,역삼,1,23,1500,1
5524,은평,녹번,2,8,2500,1
5525,관악,봉천,2,9,1600,1
5526,종로,세종로,2,9,300,1
5527,마포,서교,2,10,900,1
5528,양천,양천,2,12,2800,1
5529,송파,잠실,2,14,1800,1
5530,용산,이태원,2,16,2500,1
5531,종로,세종로,2,16,1500,1
5532,강동,길동,2,16,3000,0
5533,송파,거여,2,20,1000,1
5534,종로,종로,2,22,300,1
5535,성동,성수,2,22,6000,0
5536,중랑,중화,2,23,1000,1
5537,강북,번동,3,0,1100,1
5538,관악,신림,3,0,600,1
5539,구로,구로,3,0,1900,1
5540,영등포,대림,3,7,1500,1
5541,강남,영동,3,9,1000,1
5542,영등포,대림,3,11,1400,1
5543,성북,장위,3,13,1300,1
5544,동대문,전농,3,17,1200,1
5545,마포,서교,3,18,600,1
5546,용산,한강로,3,18,2300,0
5547,강서,방화,3,18,1700,1
5548,도봉,창동,3,19,2500,1
5549,중부,충무,3,20,2000,1
5550,강남,영동,3,20,400,1
5551,송파,운동장,3,23,1800,1
5552,종로,신영,4,0,1000,1
5553,강남,영동,4,0,2000,1
5554,동대문,전농,4,0,1600,1
5555,성동,왕십리,4,3,1000,1
5556,구로,신도림,4,8,500,1
5557,강동,성내,4,9,1500,1
5558,강동,고덕,4,11,1500,1
5559,서초,양재,4,12,500,1
5560,영등포,신길,4,12,500,1
5561,중랑,신내,4,13,2000,1
5562,구로,고척,4,13,2200,1
5563,성동,왕십리,4,13,2800,1
5564,중랑,중화,4,14,1400,0
5565,강남,영동,4,15,1800,1
5566,마포,신수,4,17,700,1
5567,송파,방이,4,19,4000,1
5568,중랑,중화,4,21,1000,1
5569,영등포,당산,4,21,1300,1
5570,은평,수색,4,22,1000,0
5571,서대문,홍은,4,23,2800,1
5572,송파,잠실,5,0,2100,1
5573,종로,숭인,5,2,500,1
5574,영등포,여의도,5,9,2500,1
5575,강남,영동,5,11,3000,1
5576,서대문,미근,5,11,2100,1
5577,송파,가락,5,11,1400,1
5578,강동,천호,5,12,900,1
5579,광진,구의,5,12,500,1
5580,중랑,면목,5,13,1500,1
5581,구로,시흥,5,13,1200,1
5582,구로,고일,5,14,2000,0
5583,용산,이촌,5,15,1600,0
5584,양천,신정,5,16,1500,1
5585,도봉,방학,5,19,2000,1
5586,강동,천호,5,20,1200,0
5587,관악,난곡,6,4,600,0
5588,은평,진관,6,4,1300,1
5589,서대문,홍은,6,6,2000,1
5590,은평,수색,6,8,1200,1
5591,동작,백운,6,14,1100,1
5592,영등포,여의도,6,15,500,1
5593,양천,양천,6,16,1300,1
5594,강서,등촌,6,17,1000,1
5595,서초,서초,6,19,3000,1
5596,서대문,북가좌,0,0,1200,1
5597,중부,무학,0,2,400,1
5598,강동,고덕,0,5,4000,1
5599,종로,세종로,0,6,1300,1
5600,마포,신수,0,8,1300,1
5601,도봉,쌍문,0,11,1000,1
5602,중랑,중화,0,12,1000,1
5603,양천,양천,0,13,2500,1
5604,성동,행당,0,15,1600,1
5605,마포,서교,0,20,800,1
5606,도봉,방학,0,20,1100,1
5607,동대문,장안,0,21,1200,1
5608,중부,회현,1,0,500,1
5609,서초,잠원,1,2,2300,1
5610,서초,서초,1,9,1500,1
5611,동작,노량진,1,12,800,0
5612,노원,상계,1,15,900,1
5613,도봉,도봉,1,16,500,1
5614,은평,역촌,1,20,1600,1
5615,종로,세종로,1,21,1000,1
5616,강동,천호,1,22,700,1
5617,관악,봉천,1,22,500,1
5618,동작,상도,1,23,900,1
5619,중부,충무,2,1,800,1
5620,종로,신교,2,2,900,1
5621,영등포,대림,2,4,1700,1
5622,광진,능동,2,9,1200,1
5623,강남,삼성,2,9,1500,1
5624,송파,방이,2,10,2000,1
5625,성동,왕십리,2,10,1300,1
5626,중부,을지,2,11,1200,1
5627,구로,독산,2,13,800,1
5628,서대문,연희,2,15,3200,1
5629,강서,개화,2,16,1000,1
5630,강남,영동,2,18,3000,0
5631,노원,공릉,2,18,1600,1
5632,중랑,망우,2,19,800,1
5633,송파,가락,2,23,800,1
5634,서초,잠원,3,0,800,1
5635,강북,미아,3,2,800,1
5636,중랑,중화,3,3,700,1
5637,종로,종로,3,10,1000,1
5638,성북,돈암,3,12,1800,1
5639,구로,공단,3,12,500,1
5640,강남,삼성,3,13,2500,1
5641,강서,화곡,3,14,2400,1
5642,마포,서교,3,15,1000,1
5643,강서,화곡,3,16,1800,0
5644,영등포,대림,3,16,2300,1
5645,용산,이태원,3,16,900,1
5646,강북,번동,3,19,800,1
5647,강동,길동,3,22,4000,0
5648,강남,역삼,4,0,1700,1
5649,영등포,신길,4,0,700,1
5650,구로,독산,4,4,1000,1
5651,강남,영동,4,4,2500,1
5652,중랑,면목,4,5,1000,1
5653,용산,한강로,4,7,2800,0
5654,은평,역촌,4,8,1000,1
5655,강서,화곡,4,12,700,1
5656,영등포,영등포,4,14,1000,1
5657,양천,신정,4,14,2000,1
5658,용산,한강로,4,18,2500,1
5659,은평,역촌,4,19,500,1
5660,강동,길동,4,20,2800,1
5661,은평,진관,4,22,1500,1
5662,송파,마천,5,1,4100,0
5663,강서,발산,5,3,1000,0
5664,광진,능동,5,5,500,1
5665,양천,신월,5,6,500,1
5666,양천,양천,5,7,2200,1
5667,마포,상암,5,8,2300,1
5668,강동,성내,5,10,1100,1
5669,노원,월계,5,10,1300,1
5670,송파,마천,5,10,1800,1
5671,용산,한강로,5,10,200,1
5672,서초,잠원,5,11,3000,1
5673,성북,종암,5,11,1500,1
5674,송파,거여,5,12,500,1
5675,중부,무학,5,12,400,1
5676,종로,연건,5,12,800,1
5677,중부,회현,5,12,2000,1
5678,동작,백운,5,13,1800,1
5679,동작,동작,5,15,1900,1
5680,성동,왕십리,5,16,600,1
5681,관악,봉천,5,17,1800,1
5682,서초,우면,5,18,4000,1
5683,중부,무학,5,19,300,1
5684,강남,영동,5,21,1500,1
5685,성북,돈암,6,3,1100,1
5686,강동,성내,6,4,500,1
5687,양천,양천,6,4,1800,1
5688,강북,번동,6,6,1000,1
5689,중부,충무,6,7,1000,1
5690,서초,양재,6,9,1500,1
5691,성북,돈암,6,11,1500,1
5692,구로,구로,6,13,1000,1
5693,구로,수궁,6,14,1500,1
5694,서대문,연희,6,14,2400,1
5695,서대문,홍은,6,18,600,1
5696,강북,미아,6,18,1200,1
5697,구로,수궁,6,19,1900,1
5698,송파,방이,0,4,3500,1
5699,은평,진관,0,8,1800,1
5700,서초,양재,0,8,700,1
5701,강서,개화,0,9,1700,1
5702,송파,운동장,0,10,1900,1
5703,중랑,중화,0,11,1500,1
5704,관악,관악,0,12,2500,1
5705,중부,충무,0,12,1500,1
5706,영등포,대림,0,13,700,1
5707,구로,수궁,0,14,2000,1
5708,동대문,휘경,0,19,1200,1
5709,강서,화곡,0,19,3500,0
5710,성북,종암,0,20,1500,1
5711,노원,공릉,0,21,800,1
5712,강남,역삼,0,21,1200,1
5713,강서,개화,0,23,2200,1
5714,마포,신수,1,1,1300,1
5715,도봉,창동,1,5,2000,1
5716,강북,미아,1,7,200,1
5717,구로,공단,1,10,1800,1
5718,중랑,중화,1,11,800,1
5719,성북,종암,1,15,1000,1
5720,마포,서교,1,19,1300,1
5721,영등포,대림,1,19,1500,1
5722,관악,관악,1,20,1100,1
5723,강남,영동,1,20,2100,1
5724,강서,화곡,1,21,800,1
5725,구로,고일,1,22,2000,1
5726,중부,신당,1,22,800,1
5727,강동,성내,1,22,2000,0
5728,광진,능동,1,23,2600,1
5729,은평,진관,2,0,1100,1
5730,마포,성산,2,0,900,1
5731,관악,관악,2,1,2400,1
5732,중랑,신내,2,3,1600,1
5733,동대문,청량리,2,3,1200,1
5734,강남,삼성,2,5,1700,1
5735,도봉,도봉,2,10,700,1
5736,구로,시흥,2,11,1500,1
5737,중랑,중화,2,12,1000,1
5738,광진,구의,2,12,3700,0
5739,강북,번동,2,14,1900,1
5740,종로,종로,2,15,600,1
5741,구로,독산,2,15,2100,1
5742,도봉,도봉,2,15,1500,1
5743,마포,서교,2,15,800,1
5744,강동,성내,2,17,2500,0
5745,강동,천호,2,19,200,1
5746,강북,번동,2,19,1500,1
5747,성북,길음,2,20,2500,1
5748,성동,성수,2,20,6400,0
5749,노원,수락,2,21,2700,1
5750,서초,잠원,2,21,1500,1
5751,구로,공단,2,22,3400,1
5752,송파,가락,3,3,1000,1
5753,영등포,당산,3,5,1800,1
5754,관악,관악,3,8,2400,1
5755,은평,수색,3,11,2200,1
5756,강남,영동,3,11,0,0
5757,송파,가락,3,18,2500,1
5758,강서,등촌,3,20,1800,1
5759,도봉,방학,3,21,2000,1
5760,강남,개포,3,22,3000,1
5761,성북,장위,4,1,600,1
5762,강동,고덕,4,3,2000,1
5763,종로,연건,4,3,1000,1
5764,성북,장위,4,3,1000,1
5765,마포,공덕,4,4,300,1
5766,성북,돈암,4,6,500,1
5767,강남,역삼,4,6,900,1
5768,송파,잠실,4,8,600,1
5769,강남,영동,4,8,2200,1
5770,서초,양재,4,9,4000,1
5771,도봉,도봉,4,9,2000,1
5772,송파,방이,4,11,3000,1
5773,구로,공단,4,12,1900,0
5774,서대문,연희,4,13,2700,1
5775,영등포,당산,4,13,2100,1
5776,종로,세종로,4,13,1000,1
5777,도봉,도봉,4,15,500,1
5778,강서,화곡,4,16,1200,1
5779,성동,행당,4,17,2000,0
5780,강서,화곡,4,17,1800,0
5781,노원,상계,4,18,800,1
5782,용산,이촌,4,18,1200,1
5783,중부,신당,4,18,1200,1
5784,마포,서교,4,20,800,1
5785,송파,잠실,4,20,500,1
5786,광진,중곡,4,20,200,1
5787,강남,삼성,4,22,0,1
5788,강남,역삼,4,23,1500,1
5789,중랑,중화,5,1,1000,1
5790,구로,독산,5,1,500,1
5791,관악,관악,5,1,3600,0
5792,강남,역삼,5,3,1000,1
5793,동작,상도,5,3,1600,1
5794,성동,금호,5,5,400,1
5795,양천,신트리,5,7,800,1
5796,동작,동작,5,8,700,1
5797,도봉,창동,5,10,1200,1
